# v1 v2 g dc1 dc2 ettr mttr
13 503391 1 0.307692 0.001410 2262.067374 15293
13 517681 1 0.307692 0.001391 2337.725229 20351
13 529257 1 0.307692 0.001376 2389.987094 19294
13 538023 1 0.307692 0.001364 2428.210458 21842
13 546861 1 0.307692 0.001353 2315.842931 16714
13 552793 1 0.307692 0.001346 2389.917251 20774
13 564753 1 0.307692 0.001332 2446.818929 27118
13 573807 13 0.307692 0.001321 2420.894209 18093
13 579883 1 0.307692 0.001314 2472.546000 23738
13 592131 1 0.307692 0.001300 2458.211692 18556
13 598303 1 0.307692 0.001294 2520.276729 24772
13 620157 1 0.307692 0.001271 2596.218497 24874
13 636007 1 0.307692 0.001255 2542.701404 17398
13 655291 13 0.307692 0.001236 2618.173658 19019
13 658533 1 0.307692 0.001233 2631.949317 20575
13 674863 1 0.307692 0.001218 2644.260304 27209
13 678153 1 0.307692 0.001215 2663.637694 19054
13 684757 1 0.307692 0.001209 2686.138937 24308
13 688071 1 0.307692 0.001206 2704.802844 22304
13 704761 1 0.307692 0.001192 2719.805767 21996
13 728463 1 0.307692 0.001172 2768.717939 34447
13 735307 1 0.307692 0.001167 2825.551635 27033
13 738741 1 0.307692 0.001164 2802.364258 21545
13 745633 1 0.307692 0.001159 2752.624881 24975
13 770007 1 0.307692 0.001140 2801.237401 21279
13 777043 1 0.307692 0.001135 2860.278270 20430
13 780573 1 0.307692 0.001133 2847.549873 26364
13 787657 13 0.307692 0.001127 2818.804413 19708
13 823557 1 0.307692 0.001103 3036.852456 31744
13 830833 1 0.307692 0.001098 2908.289839 21258
13 845481 13 0.307692 0.001088 2960.567879 21666
13 863971 1 0.307692 0.001076 2963.614021 33134
13 878907 1 0.307692 0.001067 3105.723002 29388
13 886423 1 0.307692 0.001063 3087.122798 29108
13 897757 1 0.307692 0.001056 3062.715838 25004
13 909163 1 0.307692 0.001049 3066.332285 25581
13 936057 1 0.307692 0.001034 3128.301414 26706
13 943813 13 0.307692 0.001030 3215.260498 29064
13 955507 1 0.307692 0.001024 3233.649769 35836
13 967273 1 0.307692 0.001017 3149.001157 24129
13 983073 13 0.307692 0.001009 3224.793353 24145
13 995007 13 0.307692 0.001003 3220.306808 24396
13 1019091 1 0.307692 0.000991 3288.035620 32097
13 1027183 1 0.307692 0.000987 3321.311749 33139
21 31 1 0.238095 0.193548 17.632873 85
21 57 3 0.238095 0.140351 27.908939 161
21 73 1 0.238095 0.123288 27.596869 120
21 91 7 0.238095 0.109890 32.722658 127
21 133 7 0.238095 0.090226 46.465807 265
21 183 3 0.238095 0.076503 47.588082 183
21 273 21 0.238095 0.062271 63.117565 273
21 307 1 0.238095 0.058632 60.901505 256
21 381 3 0.238095 0.052493 74.652668 381
21 553 7 0.238095 0.043400 93.759924 522
21 651 21 0.238095 0.039939 97.318484 615
21 757 1 0.238095 0.036988 102.191105 568
21 871 1 0.238095 0.034443 114.034443 619
21 993 3 0.238095 0.032226 118.773222 630
21 1057 7 0.238095 0.031220 122.406767 680
21 1407 21 0.238095 0.027008 147.975598 839
21 1723 1 0.238095 0.024376 165.346820 868
21 1893 3 0.238095 0.023244 170.798279 957
21 2257 1 0.238095 0.021267 181.578771 1022
21 2451 3 0.238095 0.020400 207.880360 1412
21 2863 7 0.238095 0.018861 228.156463 1600
21 3541 1 0.238095 0.016944 257.449254 1785
21 3783 3 0.238095 0.016389 247.057500 1535
21 4161 3 0.238095 0.015621 277.938007 1771
21 4557 21 0.238095 0.014922 277.440954 1686
21 5113 1 0.238095 0.014082 277.299917 1667
21 5403 3 0.238095 0.013696 306.264483 2163
21 6321 21 0.238095 0.012656 316.563511 2101
21 6643 7 0.238095 0.012344 322.367118 1932
21 6973 1 0.238095 0.012046 328.364440 2100
21 8011 1 0.238095 0.011235 381.775036 3288
21 9507 3 0.238095 0.010308 389.336354 2753
21 10303 1 0.238095 0.009900 412.867519 3085
21 10713 3 0.238095 0.009708 427.948785 2478
21 11557 7 0.238095 0.009345 433.197205 2761
21 11991 21 0.238095 0.009174 446.170505 3243
21 12883 1 0.238095 0.008849 453.307478 2858
21 16257 3 0.238095 0.007874 535.210482 3843
21 17293 1 0.238095 0.007633 554.148252 3822
21 18907 7 0.238095 0.007299 565.144159 3623
21 19461 3 0.238095 0.007194 585.672466 4332
21 22351 7 0.238095 0.006711 615.707828 4375
21 22953 21 0.238095 0.006622 617.226461 4720
21 24807 3 0.238095 0.006369 641.203099 3655
21 26733 21 0.238095 0.006135 643.091328 3855
21 28057 1 0.238095 0.005988 690.987631 4454
21 30103 1 0.238095 0.005780 726.262125 4766
21 32221 7 0.238095 0.005586 757.818483 4793
21 32943 3 0.238095 0.005525 765.542351 5197
21 36673 7 0.238095 0.005235 811.904983 5943
21 37443 21 0.238095 0.005181 826.050402 8214
21 39007 1 0.238095 0.005076 828.357727 5673
21 39801 3 0.238095 0.005025 845.908768 5945
21 44733 3 0.238095 0.004739 891.991274 6166
21 49953 3 0.238095 0.004484 896.964892 5718
21 51757 1 0.238095 0.004405 934.090985 6584
21 52671 3 0.238095 0.004367 957.827938 5603
21 54523 7 0.238095 0.004292 974.306846 8514
21 57361 1 0.238095 0.004184 1012.968874 8269
21 58323 3 0.238095 0.004149 1009.855125 9382
21 63253 1 0.238095 0.003984 1045.579195 7010
21 66307 1 0.238095 0.003891 1071.752422 7918
21 69433 7 0.238095 0.003802 1090.499572 10500
21 72631 1 0.238095 0.003717 1144.488270 9070
21 73713 3 0.238095 0.003690 1115.197121 8060
21 77007 21 0.238095 0.003610 1201.817552 10920
21 79243 1 0.238095 0.003559 1177.406512 9183
21 80373 3 0.238095 0.003534 1188.007232 8230
21 86143 1 0.238095 0.003413 1200.789009 8316
21 94557 3 0.238095 0.003257 1320.347568 10625
21 97033 1 0.238095 0.003215 1323.682102 13377
21 98283 3 0.238095 0.003195 1317.769723 10563
21 100807 7 0.238095 0.003155 1332.611319 11269
21 109893 21 0.238095 0.003021 1408.890424 11469
21 113907 3 0.238095 0.002967 1381.004899 9653
21 120757 7 0.238095 0.002882 1492.590045 11027
21 122151 3 0.238095 0.002865 1448.301941 11062
21 124963 1 0.238095 0.002833 1458.862964 11697
21 129241 7 0.238095 0.002785 1525.582393 14060
21 135057 3 0.238095 0.002725 1533.135130 11361
21 139503 21 0.238095 0.002681 1516.300470 11689
21 144021 3 0.238095 0.002639 1572.637922 11403
21 147073 1 0.238095 0.002611 1581.181031 16482
21 151711 7 0.238095 0.002571 1645.468839 17157
21 158007 3 0.238095 0.002519 1623.395548 14151
21 161203 7 0.238095 0.002494 1684.302114 13543
21 167691 3 0.238095 0.002445 1731.348557 12057
21 175981 1 0.238095 0.002387 1761.287275 18682
21 177663 3 0.238095 0.002375 1743.966486 17726
21 186193 7 0.238095 0.002320 1750.811247 13491
21 187923 3 0.238095 0.002309 1786.150033 14211
21 193161 3 0.238095 0.002278 1833.798299 16485
21 196693 7 0.238095 0.002257 1861.321674 17787
21 202051 1 0.238095 0.002227 1856.281239 17975
21 209307 21 0.238095 0.002188 1899.729077 16312
21 212983 1 0.238095 0.002169 1925.562403 15329
21 214833 3 0.238095 0.002160 1940.337052 15845
21 218557 1 0.238095 0.002141 1909.526460 14095
21 229921 1 0.238095 0.002088 2036.024796 21335
21 237657 21 0.238095 0.002053 2003.194649 15624
21 241573 1 0.238095 0.002037 2085.449437 16086
21 249501 21 0.238095 0.002004 2155.438953 20018
21 253513 1 0.238095 0.001988 2076.773849 16446
21 259591 1 0.238095 0.001965 2148.737512 16842
21 271963 1 0.238095 0.001919 2221.206461 15733
21 274053 3 0.238095 0.001912 2181.596951 16968
21 293223 21 0.238095 0.001848 2255.306836 19243
21 299757 3 0.238095 0.001828 2265.637406 19870
21 310807 7 0.238095 0.001795 2328.159916 20301
21 317533 1 0.238095 0.001776 2374.404043 22010
21 324331 7 0.238095 0.001757 2401.912035 19427
21 326613 21 0.238095 0.001751 2434.643858 24589
21 333507 3 0.238095 0.001733 2430.777923 17663
21 345157 1 0.238095 0.001704 2493.667696 19336
21 352243 1 0.238095 0.001686 2473.014641 19904
21 359401 7 0.238095 0.001669 2549.919881 16905
21 361803 3 0.238095 0.001664 2547.826371 21347
21 369057 3 0.238095 0.001647 2477.840225 20785
21 376383 21 0.238095 0.001631 2643.367708 28472
21 381307 1 0.238095 0.001621 2590.613599 22176
21 383781 3 0.238095 0.001616 2616.142392 33160
21 398793 3 0.238095 0.001585 2625.767113 21819
21 411523 7 0.238095 0.001560 2686.499762 25162
21 414093 3 0.238095 0.001555 2731.058909 36318
21 419257 1 0.238095 0.001546 2716.361788 25129
21 427063 7 0.238095 0.001531 2746.189128 20853
21 434941 1 0.238095 0.001517 2815.179202 24983
21 437583 3 0.238095 0.001513 2740.642225 20768
21 453603 3 0.238095 0.001486 2752.773940 19423
21 459007 1 0.238095 0.001477 2766.766828 20606
21 467173 7 0.238095 0.001464 2855.500790 23635
21 478173 3 0.238095 0.001447 2900.900360 23922
21 492103 1 0.238095 0.001427 2953.270808 28744
21 503391 21 0.238095 0.001410 2931.990178 24569
21 517681 1 0.238095 0.001391 3030.224464 22063
21 529257 3 0.238095 0.001376 3009.902773 21056
21 538023 3 0.238095 0.001364 3104.117392 33495
21 546861 21 0.238095 0.001353 3102.969639 22285
21 552793 1 0.238095 0.001346 3079.504986 24736
21 564753 21 0.238095 0.001332 3098.825415 26008
21 573807 3 0.238095 0.001321 3201.911400 33256
21 579883 1 0.238095 0.001314 3178.236347 31408
21 592131 3 0.238095 0.001300 3284.691641 37513
21 598303 1 0.238095 0.001294 3245.630444 26023
21 620157 3 0.238095 0.001271 3270.566610 28026
21 636007 1 0.238095 0.001255 3347.758052 24379
21 655291 7 0.238095 0.001236 3380.501328 29220
21 658533 3 0.238095 0.001233 3386.836160 28564
21 674863 7 0.238095 0.001218 3452.380307 27296
21 678153 21 0.238095 0.001215 3480.117240 39730
21 684757 1 0.238095 0.001209 3484.599535 25084
21 688071 3 0.238095 0.001206 3549.620502 32912
21 704761 1 0.238095 0.001192 3507.882464 31805
21 728463 3 0.238095 0.001172 3541.814635 34268
21 735307 1 0.238095 0.001167 3538.155222 29033
21 738741 3 0.238095 0.001164 3588.351375 33708
21 745633 7 0.238095 0.001159 3581.970504 30034
21 770007 21 0.238095 0.001140 3709.312332 30723
21 777043 1 0.238095 0.001135 3703.445466 32571
21 780573 3 0.238095 0.001133 3661.096330 27809
21 787657 1 0.238095 0.001127 3684.580140 34272
21 823557 21 0.238095 0.001103 3826.332198 33838
21 830833 1 0.238095 0.001098 3837.145255 34126
21 845481 21 0.238095 0.001088 3880.274681 38997
21 863971 1 0.238095 0.001076 3877.860611 35825
21 878907 3 0.238095 0.001067 4043.847821 37288
21 886423 1 0.238095 0.001063 3944.334212 37919
21 897757 7 0.238095 0.001056 3992.684941 34263
21 909163 1 0.238095 0.001049 4022.490017 34460
21 936057 3 0.238095 0.001034 4038.582208 37098
21 943813 1 0.238095 0.001030 4140.096969 38639
21 955507 7 0.238095 0.001024 4116.592913 35154
21 967273 1 0.238095 0.001017 4083.712151 32362
21 983073 21 0.238095 0.001009 4228.241305 51930
21 995007 3 0.238095 0.001003 4158.423416 32530
21 1019091 3 0.238095 0.000991 4222.787668 31548
21 1027183 1 0.238095 0.000987 4330.619625 40324
31 57 1 0.193548 0.140351 26.625920 93
31 73 1 0.193548 0.123288 37.490941 196
31 91 1 0.193548 0.109890 41.842609 227
31 133 1 0.193548 0.090226 48.078098 217
31 183 1 0.193548 0.076503 61.025560 394
31 273 1 0.193548 0.062271 72.170271 320
31 307 1 0.193548 0.058632 79.698224 456
31 381 1 0.193548 0.052493 90.006689 442
31 553 1 0.193548 0.043400 110.168757 651
31 651 31 0.193548 0.039939 114.251920 589
31 757 1 0.193548 0.036988 127.931095 657
31 871 1 0.193548 0.034443 139.989815 775
31 993 1 0.193548 0.032226 146.894845 806
31 1057 1 0.193548 0.031220 152.683798 840
31 1407 1 0.193548 0.027008 169.149781 867
31 1723 1 0.193548 0.024376 202.705147 1142
