# v1 v2 g dc1 dc2 ettr mttr
3783 5113 1 0.016389 0.014082 4264.796429 38290
3783 5403 3 0.016389 0.013696 4436.791127 37647
3783 6321 3 0.016389 0.012656 4666.850865 37376
3783 6643 13 0.016389 0.012344 4866.666227 38763
3783 6973 1 0.016389 0.012046 4999.876832 44415
3783 8011 1 0.016389 0.011235 5302.232112 47715
3783 9507 3 0.016389 0.010308 5929.770978 53718
3783 10303 1 0.016389 0.009900 6104.827055 52393
3783 10713 3 0.016389 0.009708 6163.910159 61941
3783 11557 13 0.016389 0.009345 6479.901648 50573
3783 11991 3 0.016389 0.009174 6503.545849 49762
3783 12883 13 0.016389 0.008849 6862.892335 61516
3783 16257 3 0.016389 0.007874 7693.773851 78778
3783 17293 1 0.016389 0.007633 8045.350841 94900
3783 18907 1 0.016389 0.007299 8286.626499 77142
3783 19461 39 0.016389 0.007194 8306.931129 72588
3783 22351 1 0.016389 0.006711 8910.740366 87458
3783 22953 3 0.016389 0.006622 9224.806873 75294
3783 24807 3 0.016389 0.006369 9491.568119 105035
3783 26733 3 0.016389 0.006135 9930.840462 101555
3783 28057 1 0.016389 0.005988 10073.513153 95691
3783 30103 1 0.016389 0.005780 10435.457603 90309
3783 32221 1 0.016389 0.005586 10880.341531 101659
3783 32943 3 0.016389 0.005525 10928.870165 114845
3783 36673 13 0.016389 0.005235 11609.599132 117018
3783 37443 3 0.016389 0.005181 11732.325109 126843
3783 39007 1 0.016389 0.005076 11946.332295 99384
3783 39801 3 0.016389 0.005025 12072.729326 121105
3783 44733 39 0.016389 0.004739 12858.588245 135998
3783 49953 3 0.016389 0.004484 13551.752375 123642
3783 51757 1 0.016389 0.004405 13775.120045 138307
3783 52671 291 0.016389 0.004367 13900.037767 138665
3783 54523 1 0.016389 0.004292 14164.256122 163849
3783 57361 1 0.016389 0.004184 14473.351376 160281
3783 58323 3 0.016389 0.004149 14620.248943 169719
3783 63253 1 0.016389 0.003984 15323.567798 142271
3783 66307 1 0.016389 0.003891 15721.708084 193694
3783 69433 13 0.016389 0.003802 15972.623988 169557
3783 72631 13 0.016389 0.003717 16339.874360 164056
3783 73713 3 0.016389 0.003690 16371.940760 176494
3783 77007 3 0.016389 0.003610 16787.086968 185949
3783 79243 1 0.016389 0.003559 17214.124861 179701
3783 80373 3 0.016389 0.003534 17101.138602 172804
3783 86143 1 0.016389 0.003413 17730.044404 201096
3783 94557 3 0.016389 0.003257 18702.689173 281162
3783 97033 1 0.016389 0.003215 18767.490531 163769
3783 98283 3 0.016389 0.003195 19122.026446 187565
3783 100807 1 0.016389 0.003155 19313.938288 198633
3783 109893 3 0.016389 0.003021 19911.432399 201293
3783 113907 3 0.016389 0.002967 20379.527228 192933
3783 120757 13 0.016389 0.002882 21138.129616 228259
3783 122151 3 0.016389 0.002865 21119.411196 190840
3783 124963 1 0.016389 0.002833 21460.422386 197996
3783 129241 1 0.016389 0.002785 21821.137691 291749
3783 135057 39 0.016389 0.002725 22202.817745 228030
3783 139503 39 0.016389 0.002681 22717.651887 236437
3783 144021 3 0.016389 0.002639 23059.973013 250876
3783 147073 1 0.016389 0.002611 23305.288836 237585
3783 151711 1 0.016389 0.002571 23649.553214 290918
3783 158007 3 0.016389 0.002519 24142.217091 235136
3783 161203 1 0.016389 0.002494 24506.169751 281002
3783 167691 3 0.016389 0.002445 24911.193075 246758
3783 175981 13 0.016389 0.002387 25528.896279 266178
3783 177663 3 0.016389 0.002375 25828.230525 275283
3783 186193 1 0.016389 0.002320 26276.396509 288787
3783 187923 3 0.016389 0.002309 26264.292012 275909
3783 193161 3 0.016389 0.002278 26676.235204 272918
3783 196693 1 0.016389 0.002257 26943.903069 292567
3783 202051 97 0.016389 0.002227 27332.534269 299931
3783 209307 3 0.016389 0.002188 27631.777427 305080
3783 212983 1 0.016389 0.002169 28086.697817 330206
3783 214833 3 0.016389 0.002160 28258.547613 369647
3783 218557 1 0.016389 0.002141 28349.644968 287626
3783 229921 1 0.016389 0.002088 29267.477879 312072
3783 237657 3 0.016389 0.002053 29789.218221 305236
3783 241573 1 0.016389 0.002037 30017.963980 349029
3783 249501 3 0.016389 0.002004 30341.777125 280806
3783 253513 13 0.016389 0.001988 30740.383637 301223
3783 259591 1 0.016389 0.001965 30924.655023 313748
3783 271963 1 0.016389 0.001919 31646.064344 324709
3783 274053 39 0.016389 0.001912 31815.002737 279274
3783 293223 3 0.016389 0.001848 32975.601321 355444
3783 299757 3 0.016389 0.001828 33504.417277 344259
3783 310807 1 0.016389 0.001795 33958.414930 440019
3783 317533 1 0.016389 0.001776 34186.947984 329446
3783 324331 1 0.016389 0.001757 34470.385765 438474
3783 326613 3 0.016389 0.001751 35015.741678 458576
3783 333507 3 0.016389 0.001733 35118.103262 353827
3783 345157 1 0.016389 0.001704 35882.452790 378984
3783 352243 1 0.016389 0.001686 36132.846584 436162
3783 359401 1 0.016389 0.001669 36235.539729 372543
3783 361803 39 0.016389 0.001664 36480.525126 411544
3783 369057 39 0.016389 0.001647 37024.136686 467749
3783 376383 3 0.016389 0.001631 37143.751468 402995
3783 381307 97 0.016389 0.001621 37749.336682 431262
3783 383781 3 0.016389 0.001616 37640.029228 412588
3783 398793 3 0.016389 0.001585 38327.016599 413863
3783 411523 1 0.016389 0.001560 38927.943629 444122
3783 414093 291 0.016389 0.001555 39332.755034 412042
3783 419257 1 0.016389 0.001546 39238.529623 541254
3783 427063 13 0.016389 0.001531 39828.605577 455753
3783 434941 13 0.016389 0.001517 40109.000435 512446
3783 437583 3 0.016389 0.001513 40278.984968 385929
3783 453603 3 0.016389 0.001486 40864.517922 389990
3783 459007 1 0.016389 0.001477 41229.961341 427333
3783 467173 1 0.016389 0.001464 41526.667846 418860
3783 478173 3 0.016389 0.001447 42010.954055 475468
3783 492103 1 0.016389 0.001427 42567.849441 475208
3783 503391 3 0.016389 0.001410 43014.205968 430767
3783 517681 1 0.016389 0.001391 43741.284224 551535
3783 529257 3 0.016389 0.001376 43973.918371 399117
3783 538023 3 0.016389 0.001364 44611.003201 503325
3783 546861 3 0.016389 0.001353 45015.503277 544188
3783 552793 1 0.016389 0.001346 45444.049634 503899
3783 564753 3 0.016389 0.001332 46014.176382 562614
3783 573807 39 0.016389 0.001321 46111.032473 573098
3783 579883 1 0.016389 0.001314 46279.789051 529620
3783 592131 3 0.016389 0.001300 46972.999742 571573
3783 598303 1 0.016389 0.001294 47057.737266 556521
3783 620157 3 0.016389 0.001271 47661.042453 466262
3783 636007 1 0.016389 0.001255 48206.576887 555966
3783 655291 13 0.016389 0.001236 49435.129523 554748
3783 658533 291 0.016389 0.001233 49375.716607 500878
3783 674863 1 0.016389 0.001218 49710.874956 486939
3783 678153 3 0.016389 0.001215 49940.657742 483526
3783 684757 1 0.016389 0.001209 50488.490938 550772
3783 688071 3 0.016389 0.001206 50318.782527 521491
3783 704761 1 0.016389 0.001192 51211.012286 563733
3783 728463 3 0.016389 0.001172 51905.782274 549375
3783 735307 1 0.016389 0.001167 52160.035917 594976
3783 738741 3 0.016389 0.001164 52062.957999 547819
3783 745633 1 0.016389 0.001159 52461.988657 581593
3783 770007 3 0.016389 0.001140 53513.278563 585864
3783 777043 1 0.016389 0.001135 53835.903836 586582
3783 780573 3 0.016389 0.001133 53857.279149 639040
3783 787657 13 0.016389 0.001127 54218.086282 674378
3783 823557 3 0.016389 0.001103 55070.192256 542672
3783 830833 1 0.016389 0.001098 55482.324054 686713
3783 845481 39 0.016389 0.001088 55913.519753 615258
3783 863971 1 0.016389 0.001076 56531.411559 609969
3783 878907 3 0.016389 0.001067 56930.588880 556871
3783 886423 1 0.016389 0.001063 57429.647174 621416
3783 897757 1 0.016389 0.001056 57779.524279 748684
3783 909163 1 0.016389 0.001049 58109.463607 666278
3783 936057 3 0.016389 0.001034 58862.317708 560413
3783 943813 13 0.016389 0.001030 59035.770935 623909
3783 955507 1 0.016389 0.001024 59288.736155 688554
3783 967273 1 0.016389 0.001017 59865.322817 597003
3783 983073 39 0.016389 0.001009 60183.418309 719802
3783 995007 39 0.016389 0.001003 60735.551505 660012
3783 1019091 3 0.016389 0.000991 61570.366231 796765
3783 1027183 1 0.016389 0.000987 61999.498741 701854
4161 4557 3 0.015621 0.014922 4200.855623 30119
4161 5113 1 0.015621 0.014082 4527.017932 42584
4161 5403 3 0.015621 0.013696 4719.115464 39827
4161 6321 3 0.015621 0.012656 4974.589863 41972
4161 6643 73 0.015621 0.012344 5122.652701 37612
4161 6973 19 0.015621 0.012046 5258.640709 49543
4161 8011 1 0.015621 0.011235 5664.595403 57923
4161 9507 3 0.015621 0.010308 6126.380658 49820
4161 10303 1 0.015621 0.009900 6344.749730 61022
4161 10713 3 0.015621 0.009708 6536.324125 60914
4161 11557 1 0.015621 0.009345 6871.317040 64306
4161 11991 3 0.015621 0.009174 6824.475424 59211
4161 12883 1 0.015621 0.008849 7123.446403 57528
4161 16257 3 0.015621 0.007874 8016.893605 88202
4161 17293 1 0.015621 0.007633 8291.132162 79759
4161 18907 73 0.015621 0.007299 8707.581356 96808
4161 19461 3 0.015621 0.007194 8829.406424 91883
4161 22351 1 0.015621 0.006711 9341.027982 91006
4161 22953 3 0.015621 0.006622 9528.965732 76886
4161 24807 3 0.015621 0.006369 9855.722658 85037
4161 26733 57 0.015621 0.006135 10290.336240 129721
4161 28057 1 0.015621 0.005988 10563.654047 91615
4161 30103 1 0.015621 0.005780 10956.052404 104263
4161 32221 1 0.015621 0.005586 11318.202259 117169
4161 32943 3 0.015621 0.005525 11410.511684 101504
4161 36673 1 0.015621 0.005235 12121.906612 128920
4161 37443 3 0.015621 0.005181 12395.289216 112403
4161 39007 19 0.015621 0.005076 12471.155037 132419
4161 39801 3 0.015621 0.005025 12716.854477 118066
4161 44733 3 0.015621 0.004739 13350.680535 118065
4161 49953 3 0.015621 0.004484 14114.634237 135623
4161 51757 73 0.015621 0.004405 14486.985666 188148
4161 52671 3 0.015621 0.004367 14596.088124 122066
4161 54523 1 0.015621 0.004292 14934.608713 154434
4161 57361 19 0.015621 0.004184 15406.597210 187142
4161 58323 3 0.015621 0.004149 15359.504105 136069
4161 63253 1 0.015621 0.003984 15939.014187 163013
4161 66307 1 0.015621 0.003891 16397.439332 201042
4161 69433 1 0.015621 0.003802 16649.541179 154386
4161 72631 1 0.015621 0.003717 17080.982028 174110
4161 73713 3 0.015621 0.003690 17303.947640 155332
4161 77007 57 0.015621 0.003610 17519.652962 200350
4161 79243 1 0.015621 0.003559 17947.579272 279112
4161 80373 219 0.015621 0.003534 17951.910644 199786
4161 86143 1 0.015621 0.003413 18777.793147 208136
4161 94557 3 0.015621 0.003257 19621.783283 240441
4161 97033 19 0.015621 0.003215 19696.770872 177636
4161 98283 3 0.015621 0.003195 19781.994167 188926
4161 100807 1 0.015621 0.003155 20402.326880 245575
4161 109893 3 0.015621 0.003021 20917.311765 207069
4161 113907 3 0.015621 0.002967 21548.362085 250911
4161 120757 1 0.015621 0.002882 22000.367065 196256
4161 122151 57 0.015621 0.002865 22213.673960 255451
4161 124963 19 0.015621 0.002833 22337.070436 253071
4161 129241 1 0.015621 0.002785 22933.848375 218314
4161 135057 3 0.015621 0.002725 23433.478249 218723
4161 139503 219 0.015621 0.002681 23730.035073 211620
4161 144021 3 0.015621 0.002639 24170.898922 243287
4161 147073 1 0.015621 0.002611 24602.760044 274702
4161 151711 1 0.015621 0.002571 24724.173999 264496
4161 158007 3 0.015621 0.002519 25352.693105 259586
4161 161203 1 0.015621 0.002494 25544.860071 289529
4161 167691 3 0.015621 0.002445 26239.301390 307737
4161 175981 1 0.015621 0.002387 26752.796403 271981
4161 177663 3 0.015621 0.002375 27178.843892 355326
4161 186193 1 0.015621 0.002320 27540.516149 259024
4161 187923 3 0.015621 0.002309 27783.079809 299258
4161 193161 3 0.015621 0.002278 28136.521020 485242
4161 196693 1 0.015621 0.002257 28283.827607 275126
4161 202051 1 0.015621 0.002227 28654.078304 327258
4161 209307 3 0.015621 0.002188 29550.417134 375553
4161 212983 1 0.015621 0.002169 29473.564182 340109
4161 214833 57 0.015621 0.002160 29554.655198 320499
4161 218557 19 0.015621 0.002141 29928.048606 346806
4161 229921 1 0.015621 0.002088 30530.856546 350764
4161 237657 3 0.015621 0.002053 30877.215777 339368
4161 241573 1 0.015621 0.002037 31365.186731 317252
4161 249501 3 0.015621 0.002004 31992.378568 400605
4161 253513 1 0.015621 0.001988 31977.031986 351181
4161 259591 1 0.015621 0.001965 32658.372431 331267
4161 271963 1 0.015621 0.001919 33194.739042 391756
4161 274053 3 0.015621 0.001912 33398.006052 391102
4161 293223 3 0.015621 0.001848 34446.847221 343171
4161 299757 3 0.015621 0.001828 34915.845791 381150
4161 310807 1 0.015621 0.001795 35750.614116 429956
4161 317533 1 0.015621 0.001776 35867.389916 466032
4161 324331 1 0.015621 0.001757 36434.262509 604220
4161 326613 3 0.015621 0.001751 36463.409888 398080
4161 333507 57 0.015621 0.001733 36781.408738 387649
4161 345157 1 0.015621 0.001704 37452.274423 489925
4161 352243 1 0.015621 0.001686 37802.564670 407917
4161 359401 1 0.015621 0.001669 38658.242367 462534
4161 361803 3 0.015621 0.001664 38261.239915 361803
4161 369057 3 0.015621 0.001647 38760.440141 544410
4161 376383 3 0.015621 0.001631 39213.517151 486204
4161 381307 1 0.015621 0.001621 39363.132452 428198
4161 383781 57 0.015621 0.001616 39449.672358 409659
4161 398793 3 0.015621 0.001585 40277.351161 544320
4161 411523 1 0.015621 0.001560 41043.678505 453759
4161 414093 3 0.015621 0.001555 41302.145202 428813
4161 419257 1 0.015621 0.001546 41229.131885 507280
4161 427063 19 0.015621 0.001531 41668.960016 464791
4161 434941 1 0.015621 0.001517 42308.685993 522462
4161 437583 3 0.015621 0.001513 42245.022068 435821
4161 453603 3 0.015621 0.001486 42819.717609 590601
4161 459007 1 0.015621 0.001477 42887.295987 460569
4161 467173 1 0.015621 0.001464 43706.211105 490192
4161 478173 57 0.015621 0.001447 44163.706313 503618
4161 492103 1 0.015621 0.001427 44999.208319 472909
4161 503391 3 0.015621 0.001410 45643.465401 673036
4161 517681 1 0.015621 0.001391 45777.479491 539435
4161 529257 3 0.015621 0.001376 46568.194219 598225
4161 538023 57 0.015621 0.001364 46957.357447 534578
4161 546861 3 0.015621 0.001353 47308.199672 513821
4161 552793 1 0.015621 0.001346 47478.130989 554271
4161 564753 3 0.015621 0.001332 47834.801611 531502
4161 573807 3 0.015621 0.001321 48280.458301 603460
4161 579883 1 0.015621 0.001314 48586.802891 636828
4161 592131 3 0.015621 0.001300 49255.963796 621417
4161 598303 1 0.015621 0.001294 49256.035826 675570
4161 620157 3 0.015621 0.001271 50180.172727 544627
4161 636007 1 0.015621 0.001255 50820.295538 507064
4161 655291 19 0.015621 0.001236 51667.562945 549508
4161 658533 219 0.015621 0.001233 51910.608079 574903
4161 674863 1 0.015621 0.001218 52351.289778 534066
4161 678153 3 0.015621 0.001215 52616.086989 593874
4161 684757 1 0.015621 0.001209 52787.070118 691752
4161 688071 3 0.015621 0.001206 52827.300777 754199
4161 704761 1 0.015621 0.001192 53493.938912 594759
4161 728463 3 0.015621 0.001172 54560.439545 689152
4161 735307 1 0.015621 0.001167 54524.798754 583742
4161 738741 3 0.015621 0.001164 55081.622452 902857
4161 745633 1 0.015621 0.001159 54836.790943 666399
4161 770007 3 0.015621 0.001140 56287.530779 750316
4161 777043 19 0.015621 0.001135 56276.204560 627548
4161 780573 3 0.015621 0.001133 56240.293655 708428
4161 787657 1 0.015621 0.001127 56410.793030 768163
4161 823557 3 0.015621 0.001103 58209.394584 654692
4161 830833 1 0.015621 0.001098 58450.523991 668035
4161 845481 57 0.015621 0.001088 58847.518824 607506
4161 863971 1 0.015621 0.001076 59260.828440 696914
4161 878907 3 0.015621 0.001067 59636.257061 599692
4161 886423 1 0.015621 0.001063 60483.842029 687816
4161 897757 1 0.015621 0.001056 60687.122599 715276
4161 909163 1 0.015621 0.001049 60766.300227 652686
4161 936057 3 0.015621 0.001034 61388.450008 781226
4161 943813 1 0.015621 0.001030 62059.934369 906697
4161 955507 1 0.015621 0.001024 62610.466733 944570
4161 967273 1 0.015621 0.001017 62866.717378 675473
4161 983073 3 0.015621 0.001009 63495.558317 867182
4161 995007 3 0.015621 0.001003 63641.644157 704442
4161 1019091 3 0.015621 0.000991 64632.101115 716536
4161 1027183 73 0.015621 0.000987 64759.253926 791805
4557 5113 1 0.014922 0.014082 4769.302749 37596
4557 5403 3 0.014922 0.013696 4789.291715 54106
4557 6321 147 0.014922 0.012656 5207.869342 43151
4557 6643 7 0.014922 0.012344 5351.309771 40020
4557 6973 1 0.014922 0.012046 5507.838048 47253
4557 8011 1 0.014922 0.011235 5870.583004 49736
4557 9507 3 0.014922 0.010308 6430.553210 56133
4557 10303 1 0.014922 0.009900 6618.677340 74466
4557 10713 3 0.014922 0.009708 6971.001567 78711
4557 11557 7 0.014922 0.009345 7078.873675 55742
4557 11991 21 0.014922 0.009174 7155.590196 68589
4557 12883 1 0.014922 0.008849 7473.740737 75226
4557 16257 3 0.014922 0.007874 8357.710795 76254
4557 17293 1 0.014922 0.007633 8632.564093 75769
4557 18907 7 0.014922 0.007299 9023.610643 118090
4557 19461 3 0.014922 0.007194 9178.567106 82120
4557 22351 217 0.014922 0.006711 9938.066456 101433
4557 22953 21 0.014922 0.006622 9980.452430 104384
4557 24807 3 0.014922 0.006369 10497.246678 103593
4557 26733 21 0.014922 0.006135 10896.758286 148422
4557 28057 1 0.014922 0.005988 11138.492680 155226
4557 30103 1 0.014922 0.005780 11399.044179 106383
4557 32221 7 0.014922 0.005586 11905.459211 99190
4557 32943 3 0.014922 0.005525 12076.619809 113903
4557 36673 217 0.014922 0.005235 12525.984507 119922
4557 37443 21 0.014922 0.005181 12785.583343 113435
4557 39007 1 0.014922 0.005076 13051.571538 110019
4557 39801 3 0.014922 0.005025 13201.273663 144054
4557 44733 93 0.014922 0.004739 14108.239071 141710
4557 49953 3 0.014922 0.004484 14824.023678 164164
4557 51757 1 0.014922 0.004405 15236.723919 178879
4557 52671 3 0.014922 0.004367 15142.542505 158753
4557 54523 7 0.014922 0.004292 15369.872917 199532
4557 57361 1 0.014922 0.004184 15875.069646 139141
4557 58323 3 0.014922 0.004149 16064.552849 195354
4557 63253 1 0.014922 0.003984 16769.560993 167158
4557 66307 1 0.014922 0.003891 17187.209834 148673
4557 69433 49 0.014922 0.003802 17454.715650 198442
4557 72631 1 0.014922 0.003717 17972.560402 203734
4557 73713 3 0.014922 0.003690 18015.358848 204358
4557 77007 21 0.014922 0.003610 18532.446643 186167
4557 79243 1 0.014922 0.003559 18615.486289 185877
4557 80373 3 0.014922 0.003534 19011.002088 179353
4557 86143 1 0.014922 0.003413 19390.139128 172440
4557 94557 3 0.014922 0.003257 20634.466314 194563
4557 97033 1 0.014922 0.003215 20892.450074 208753
4557 98283 3 0.014922 0.003195 20896.022081 227850
4557 100807 7 0.014922 0.003155 21256.485851 233530
4557 109893 21 0.014922 0.003021 22067.631452 243443
4557 113907 3 0.014922 0.002967 22497.011568 199436
4557 120757 7 0.014922 0.002882 23063.887994 263512
4557 122151 3 0.014922 0.002865 23052.812232 248740
4557 124963 1 0.014922 0.002833 23261.944747 235294
4557 129241 7 0.014922 0.002785 23870.553760 255568
4557 135057 3 0.014922 0.002725 24612.558274 302132
4557 139503 147 0.014922 0.002681 24888.678262 268676
4557 144021 3 0.014922 0.002639 25315.584471 281214
4557 147073 1 0.014922 0.002611 25571.215643 267761
4557 151711 7 0.014922 0.002571 25954.411576 245523
4557 158007 93 0.014922 0.002519 26428.703315 241827
4557 161203 7 0.014922 0.002494 26761.516532 309384
4557 167691 3 0.014922 0.002445 27341.316252 267332
4557 175981 1 0.014922 0.002387 28099.391240 366695
4557 177663 3 0.014922 0.002375 28163.561116 289542
4557 186193 7 0.014922 0.002320 28749.143579 271641
4557 187923 3 0.014922 0.002309 28987.331824 346117
4557 193161 93 0.014922 0.002278 29412.286899 315686
4557 196693 7 0.014922 0.002257 29666.626286 268952
4557 202051 1 0.014922 0.002227 29783.201039 275570
4557 209307 21 0.014922 0.002188 30434.725897 417799
4557 212983 1 0.014922 0.002169 30749.797415 298545
4557 214833 3 0.014922 0.002160 30928.262053 366712
4557 218557 1 0.014922 0.002141 31037.945771 388376
4557 229921 1 0.014922 0.002088 32134.860384 354306
4557 237657 21 0.014922 0.002053 32554.083502 363527
4557 241573 1 0.014922 0.002037 32717.192620 314443
4557 249501 21 0.014922 0.002004 33397.163598 391984
4557 253513 1 0.014922 0.001988 33571.794434 373782
4557 259591 1 0.014922 0.001965 34162.446609 392199
4557 271963 31 0.014922 0.001919 34678.711616 339764
4557 274053 3 0.014922 0.001912 34826.150633 421423
4557 293223 21 0.014922 0.001848 36115.576831 367852
4557 299757 3 0.014922 0.001828 36701.219584 342108
4557 310807 49 0.014922 0.001795 37615.819715 428038
4557 317533 31 0.014922 0.001776 37641.484631 399863
4557 324331 49 0.014922 0.001757 38151.887881 405573
4557 326613 21 0.014922 0.001751 38295.898754 422474
4557 333507 3 0.014922 0.001733 38529.277761 376162
4557 345157 1 0.014922 0.001704 39180.686501 410612
4557 352243 1 0.014922 0.001686 39717.801682 535563
4557 359401 7 0.014922 0.001669 39947.711837 481531
4557 361803 3 0.014922 0.001664 40213.741453 460148
4557 369057 3 0.014922 0.001647 40644.535970 394507
4557 376383 21 0.014922 0.001631 41094.258175 440368
4557 381307 1 0.014922 0.001621 41191.642458 422353
4557 383781 3 0.014922 0.001616 41359.117474 445866
4557 398793 3 0.014922 0.001585 42191.643259 535983
4557 411523 7 0.014922 0.001560 42907.348477 470766
4557 414093 3 0.014922 0.001555 42786.003128 439289
4557 419257 1 0.014922 0.001546 43117.182141 567600
4557 427063 7 0.014922 0.001531 43862.319284 760068
4557 434941 1 0.014922 0.001517 43933.402053 525966
4557 437583 3 0.014922 0.001513 44112.163569 499382
4557 453603 3 0.014922 0.001486 45170.503822 506889
4557 459007 1 0.014922 0.001477 45344.128941 517114
4557 467173 7 0.014922 0.001464 45602.397183 513990
4557 478173 3 0.014922 0.001447 46280.976657 589919
4557 492103 1 0.014922 0.001427 46842.315841 602055
4557 503391 21 0.014922 0.001410 47417.502097 565311
4557 517681 1 0.014922 0.001391 47869.567781 559303
4557 529257 3 0.014922 0.001376 48513.221738 542345
4557 538023 3 0.014922 0.001364 48925.058985 521618
4557 546861 21 0.014922 0.001353 49421.751393 533860
4557 552793 1 0.014922 0.001346 49742.614202 545917
4557 564753 21 0.014922 0.001332 50390.953334 521292
4557 573807 3 0.014922 0.001321 50590.158167 558656
4557 579883 1 0.014922 0.001314 50974.552212 687414
4557 592131 93 0.014922 0.001300 51458.203622 567683
4557 598303 1 0.014922 0.001294 51442.173122 617213
4557 620157 3 0.014922 0.001271 52424.197089 660402
4557 636007 1 0.014922 0.001255 53416.346239 575616
4557 655291 7 0.014922 0.001236 54130.212277 665288
4557 658533 93 0.014922 0.001233 54002.142732 674693
4557 674863 7 0.014922 0.001218 54747.740784 569428
4557 678153 21 0.014922 0.001215 54839.754084 623614
4557 684757 1 0.014922 0.001209 55435.752722 582898
4557 688071 3 0.014922 0.001206 55320.717420 535230
4557 704761 1 0.014922 0.001192 56209.724754 691056
4557 728463 3 0.014922 0.001172 57065.748929 593080
4557 735307 1 0.014922 0.001167 56998.882488 543245
4557 738741 3 0.014922 0.001164 57567.307806 603384
4557 745633 49 0.014922 0.001159 57822.475757 643988
4557 770007 21 0.014922 0.001140 58856.515559 597668
4557 777043 1 0.014922 0.001135 59061.529607 667437
4557 780573 3 0.014922 0.001133 59036.920381 712486
4557 787657 1 0.014922 0.001127 59449.693591 728262
4557 823557 21 0.014922 0.001103 60785.764709 657160
4557 830833 1 0.014922 0.001098 60974.185558 744635
4557 845481 21 0.014922 0.001088 61518.769869 655980
4557 863971 1 0.014922 0.001076 62352.124976 673343
4557 878907 3 0.014922 0.001067 62675.540214 607034
4557 886423 1 0.014922 0.001063 62903.812016 683155
4557 897757 7 0.014922 0.001056 63327.107391 707936
4557 909163 1 0.014922 0.001049 63842.853971 765217
4557 936057 3 0.014922 0.001034 64496.674903 706623
4557 943813 1 0.014922 0.001030 65015.314727 750502
4557 955507 7 0.014922 0.001024 65508.508418 698596
4557 967273 1 0.014922 0.001017 65650.329861 699943
4557 983073 21 0.014922 0.001009 66349.841747 731086
4557 995007 93 0.014922 0.001003 66827.940488 739070
4557 1019091 3 0.014922 0.000991 67471.571048 899592
4557 1027183 1 0.014922 0.000987 67943.459746 795893
5113 5403 1 0.014082 0.013696 5072.489574 52607
5113 6321 1 0.014082 0.012656 5523.020778 52484
5113 6643 1 0.014082 0.012344 5667.274887 58930
5113 6973 1 0.014082 0.012046 5819.185982 52225
5113 8011 1 0.014082 0.011235 6233.203689 59831
5113 9507 1 0.014082 0.010308 6913.729439 65406
5113 10303 1 0.014082 0.009900 7060.405599 52240
5113 10713 1 0.014082 0.009708 7259.166531 63386
5113 11557 1 0.014082 0.009345 7367.668694 61591
5113 11991 1 0.014082 0.009174 7588.386346 71582
5113 12883 1 0.014082 0.008849 7949.615479 70760
5113 16257 1 0.014082 0.007874 9011.461464 93591
5113 17293 1 0.014082 0.007633 9306.370186 87717
5113 18907 1 0.014082 0.007299 9597.049851 96730
5113 19461 1 0.014082 0.007194 9766.082566 85655
5113 22351 1 0.014082 0.006711 10618.619108 120759
5113 22953 1 0.014082 0.006622 10682.273287 130321
5113 24807 1 0.014082 0.006369 11041.472977 116041
5113 26733 1 0.014082 0.006135 11455.317961 101790
5113 28057 1 0.014082 0.005988 11667.350708 137991
5113 30103 1 0.014082 0.005780 12267.043737 140917
5113 32221 1 0.014082 0.005586 12527.039146 102333
5113 32943 1 0.014082 0.005525 12724.779443 132592
5113 36673 1 0.014082 0.005235 13459.974112 130581
5113 37443 1 0.014082 0.005181 13507.288032 112654
5113 39007 1 0.014082 0.005076 13801.342421 127796
5113 39801 1 0.014082 0.005025 14042.178646 128579
5113 44733 1 0.014082 0.004739 14932.265034 189310
5113 49953 1 0.014082 0.004484 15613.514862 126674
5113 51757 1 0.014082 0.004405 16057.253035 153145
5113 52671 1 0.014082 0.004367 16151.825060 158054
5113 54523 1 0.014082 0.004292 16681.620189 165423
5113 57361 1 0.014082 0.004184 16808.466259 167841
5113 58323 1 0.014082 0.004149 16881.657965 147804
5113 63253 1 0.014082 0.003984 17792.072102 158987
5113 66307 1 0.014082 0.003891 18041.733453 167348
5113 69433 1 0.014082 0.003802 18525.763426 172735
5113 72631 1 0.014082 0.003717 19044.824747 184182
5113 73713 1 0.014082 0.003690 19268.906921 200674
5113 77007 1 0.014082 0.003610 19653.509306 254855
5113 79243 1 0.014082 0.003559 19921.606737 184387
5113 80373 1 0.014082 0.003534 20124.940875 213907
5113 86143 1 0.014082 0.003413 20644.410140 209589
5113 94557 1 0.014082 0.003257 21607.596885 191648
5113 97033 1 0.014082 0.003215 21980.223525 225440
5113 98283 1 0.014082 0.003195 22165.603220 225224
5113 100807 1 0.014082 0.003155 22374.716494 211561
5113 109893 1 0.014082 0.003021 23445.893018 243281
5113 113907 1 0.014082 0.002967 23810.269579 220801
5113 120757 1 0.014082 0.002882 24667.101980 250771
5113 122151 1 0.014082 0.002865 24620.014570 219153
5113 124963 1 0.014082 0.002833 24986.238700 242962
5113 129241 1 0.014082 0.002785 25182.299908 302929
5113 135057 1 0.014082 0.002725 25974.278235 308884
5113 139503 1 0.014082 0.002681 26420.808994 314840
5113 144021 1 0.014082 0.002639 26890.689302 269941
5113 147073 1 0.014082 0.002611 27356.188830 287498
5113 151711 1 0.014082 0.002571 27563.353561 308268
5113 158007 1 0.014082 0.002519 28057.883965 310568
5113 161203 1 0.014082 0.002494 28448.320519 366190
